iter	Logloss	Accuracy
884	0.2357038254	0.8983415233
885	0.2356670523	0.8984292734
886	0.2356172843	0.8984292734
887	0.2355916716	0.8984292734
888	0.2355598499	0.8984731485
889	0.2355465146	0.8984731485
890	0.2355343136	0.8984292734
891	0.2355115873	0.8985170235
892	0.2354842484	0.8985608986
893	0.2354744332	0.8985608986
894	0.2354288989	0.8984731485
895	0.2353919944	0.8985608986
896	0.235344143	0.8986486486
897	0.235319169	0.8987363987
898	0.2353052494	0.8987363987
899	0.2352698658	0.8987363987
900	0.2352058218	0.8987363987
901	0.2351852174	0.8987802738
902	0.2351728894	0.8987802738
903	0.2351307842	0.8986925237
904	0.2350972043	0.8988241488
905	0.2350787204	0.8987802738
906	0.2350448627	0.8988680239
907	0.2350076455	0.8987363987
908	0.2349634322	0.8986486486
909	0.2349156271	0.8988241488
910	0.2348777166	0.8986925237
911	0.2348354539	0.8989118989
912	0.2348206492	0.8989118989
913	0.2347640273	0.898999649
914	0.2347070564	0.898955774
915	0.2346795141	0.898955774
916	0.2346419221	0.898999649
917	0.2346007772	0.898999649
918	0.23457703	0.898999649
919	0.2345491195	0.899043524
920	0.2345224465	0.899043524
921	0.2344798008	0.8991312741
922	0.2344419131	0.8990873991
923	0.2343820428	0.8991751492
924	0.2343451789	0.8991751492
925	0.2343035684	0.8992190242
926	0.2342506241	0.898999649
927	0.2341624044	0.898999649
928	0.2341355426	0.8992190242
929	0.2340913627	0.8992628993
930	0.2340592227	0.8993506494
931	0.2340168149	0.8993945244
932	0.2339699848	0.8994822745
933	0.2339277869	0.8994822745
934	0.2338864313	0.8993945244
935	0.2338661621	0.8993506494
936	0.2338179023	0.8993945244
937	0.2337845295	0.8995261495
938	0.2337466696	0.8995700246
939	0.2337318345	0.8995700246
940	0.2336727402	0.8996577747
941	0.2336415367	0.8996577747
942	0.2336084111	0.8997893998
943	0.2334415767	0.8998771499
944	0.2333965563	0.8997893998
945	0.2333248767	0.8997016497
946	0.2333108654	0.8997016497
947	0.2332996736	0.8997016497
948	0.2332358547	0.8997016497
949	0.2332038222	0.8997455247
950	0.2331829333	0.8997455247
951	0.2331370319	0.8997455247
952	0.2331181849	0.8997893998
953	0.2331004297	0.8998332748
954	0.2330475141	0.8998771499
955	0.2330063586	0.8999649
956	0.2329845902	0.900008775
957	0.232920014	0.9001404001
958	0.2328827713	0.9000526501
959	0.2328482327	0.9001842752
960	0.2328038376	0.9001842752
961	0.2327555371	0.9000965251
962	0.2327226153	0.9002281502
963	0.232693364	0.9001842752
964	0.2326415298	0.9000965251
965	0.2326249197	0.9001842752
966	0.2326131937	0.9001404001
967	0.2325879611	0.9001404001
968	0.2325538171	0.9000526501
969	0.2324596511	0.9001404001
970	0.2324169508	0.9002720253
971	0.2323261351	0.9002281502
972	0.2322712376	0.9002720253
973	0.2322448973	0.9003597754
974	0.232203715	0.9003597754
975	0.2321782664	0.9003159003
976	0.2321519492	0.9003159003
977	0.2321298015	0.9002281502
978	0.232100292	0.9002281502
979	0.2320526227	0.9001404001
980	0.2320191857	0.9001404001
981	0.231957451	0.9003159003
982	0.2319253688	0.9002720253
983	0.2318687721	0.9004036504
984	0.2318494663	0.9004036504
985	0.2318071889	0.9004475254
986	0.2317537664	0.9004475254
987	0.2317282671	0.9004036504
988	0.2316918937	0.9004914005
989	0.231639326	0.9005352755
990	0.2316173313	0.9004914005
991	0.2315323882	0.9004914005
992	0.2314930637	0.9005352755
993	0.2314602215	0.9005791506
994	0.2314270094	0.9007107757
995	0.2313973338	0.9008862759
996	0.2313521696	0.9008862759
997	0.2313404298	0.9008424008
998	0.2312895714	0.9007985258
999	0.2312720309	0.9008424008
